id_assignment,userId,courseId,learningPathId,assignedAt,id_user,name,email,role,createdAt,updatedAt
992,70,2861,-1,2020-05-11 20:12:28.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
993,70,474,-1,2024-06-19 02:59:06.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
994,70,1787,-1,2021-03-23 11:51:53.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
995,70,3340,-1,2024-04-04 14:15:08.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
996,70,2961,-1,2021-03-07 16:29:14.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
997,70,1543,-1,2020-12-01 22:17:58.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
998,70,361,-1,2022-05-02 11:49:45.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
999,70,443,-1,2022-03-01 00:06:09.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1000,70,2491,-1,2024-06-18 05:41:45.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1001,70,2994,-1,2023-12-12 18:18:04.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1002,70,137,-1,2022-06-22 09:16:54.000,70,Peter Bradley,gregoryflowers@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1003,71,2681,-1,2022-04-20 20:06:45.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1004,71,2727,-1,2023-02-25 01:40:51.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1005,71,2438,-1,2021-09-23 23:20:41.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1006,71,1250,-1,2021-08-11 23:03:36.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1007,71,3152,-1,2023-06-15 07:41:31.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1008,71,2022,-1,2022-04-23 20:24:02.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1009,71,568,-1,2020-12-07 07:55:32.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1010,71,3169,-1,2023-02-14 15:39:25.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1011,71,1064,-1,2023-09-26 01:23:57.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1012,71,747,-1,2022-07-30 00:15:25.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1013,71,2707,-1,2021-02-19 03:55:26.000,71,Sarah Contreras,simpsonjenny@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1014,72,1060,-1,2020-09-23 03:26:44.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1015,72,3665,-1,2022-11-16 10:21:12.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1016,72,584,-1,2020-03-31 08:31:27.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1017,72,955,-1,2023-03-19 03:57:59.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1018,72,817,-1,2023-06-19 20:24:07.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1019,72,1926,-1,2021-06-05 12:36:54.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1020,72,3027,-1,2023-09-10 16:27:59.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1021,72,1287,-1,2022-10-25 20:32:28.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1022,72,1896,-1,2020-07-30 20:55:57.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1023,72,3223,-1,2024-05-05 00:19:53.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1024,72,1295,-1,2022-02-23 13:17:53.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1025,72,3136,-1,2023-04-25 10:18:55.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1026,72,3219,-1,2023-06-29 18:49:57.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1027,72,701,-1,2021-12-24 08:44:30.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1028,72,2949,-1,2024-01-13 09:57:39.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1029,72,3273,-1,2024-03-05 21:40:45.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1030,72,2231,-1,2020-07-16 08:57:15.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1031,72,3562,-1,2022-08-23 08:51:10.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1032,72,615,-1,2022-05-06 00:56:15.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1033,72,813,-1,2022-02-22 06:26:31.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1034,72,1054,-1,2023-05-15 08:41:07.000,72,Jennifer Washington,kjordan@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1035,73,3076,-1,2022-09-11 14:15:58.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1036,73,3192,-1,2020-10-29 09:12:28.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1037,73,1354,-1,2020-08-12 21:01:48.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1038,73,843,-1,2022-05-10 19:35:58.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1039,73,3167,-1,2022-01-17 12:21:09.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1040,73,506,-1,2021-11-23 05:41:45.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1041,73,3030,-1,2020-12-18 08:17:54.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1042,73,2720,-1,2024-02-17 06:11:58.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1043,73,36,-1,2024-02-01 03:14:35.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1044,73,309,-1,2024-07-08 05:00:44.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1045,73,2751,-1,2021-04-03 05:28:48.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1046,73,1526,-1,2020-11-11 03:02:20.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1047,73,2503,-1,2021-07-03 03:44:00.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1048,73,937,-1,2021-11-30 19:00:54.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1049,73,324,-1,2022-05-01 17:23:50.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1050,73,1821,-1,2023-08-30 13:37:25.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1051,73,1087,-1,2023-03-13 16:36:37.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1052,73,1911,-1,2021-01-30 15:50:31.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1053,73,2712,-1,2023-05-03 14:52:06.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1054,73,2696,-1,2020-05-06 14:04:55.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1055,73,1593,-1,2024-04-29 11:43:06.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1056,73,3154,-1,2024-07-30 14:02:02.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1057,73,3426,-1,2021-08-05 19:48:50.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1058,73,759,-1,2021-09-24 03:33:56.000,73,Leah Miller,matthewtrujillo@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1059,74,2173,-1,2022-06-20 04:14:09.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1060,74,781,-1,2022-08-16 16:26:57.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1061,74,1928,-1,2021-08-06 01:33:27.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1062,74,246,-1,2021-05-04 10:54:37.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1063,74,3633,-1,2020-08-20 12:08:16.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1064,74,2971,-1,2024-02-04 03:28:31.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1065,74,831,-1,2020-11-07 18:04:44.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1066,74,1119,-1,2023-06-09 02:29:03.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1067,74,925,-1,2023-09-04 10:15:29.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1068,74,2553,-1,2020-04-08 18:05:08.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1069,74,567,-1,2022-07-06 22:45:54.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1070,74,1578,-1,2023-07-25 21:58:49.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1071,74,2425,-1,2020-08-31 03:28:12.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1072,74,1306,-1,2024-01-29 11:24:43.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1073,74,3603,-1,2024-04-16 05:51:08.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1074,74,1372,-1,2021-07-24 21:26:46.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1075,74,3170,-1,2021-07-03 09:50:38.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1076,74,70,-1,2022-06-23 02:45:09.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1077,74,3049,-1,2022-09-13 06:55:33.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1078,74,1715,-1,2021-05-09 04:20:29.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1079,74,2405,-1,2020-12-10 02:30:17.000,74,Shane Bentley,timothy12@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1080,75,2164,-1,2023-10-02 04:02:28.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1081,75,3609,-1,2024-05-26 00:27:42.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1082,75,3550,-1,2024-09-21 23:11:18.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1083,75,2709,-1,2023-08-20 05:11:48.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1084,75,1461,-1,2023-07-12 20:55:33.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1085,75,2590,-1,2024-03-12 13:48:50.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1086,75,1173,-1,2023-07-27 13:08:02.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1087,75,666,-1,2020-02-15 10:06:37.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1088,75,3048,-1,2024-04-25 22:47:24.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1089,75,472,-1,2023-09-13 07:50:19.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1090,75,3620,-1,2020-08-21 23:26:20.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1091,75,3222,-1,2020-10-29 13:09:05.000,75,Joshua Peck,williamsandrew@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1092,76,1490,-1,2022-12-20 03:55:52.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1093,76,3222,-1,2023-11-03 11:13:50.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1094,76,2629,-1,2022-12-11 14:03:55.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1095,76,3170,-1,2023-10-30 11:03:09.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1096,76,604,-1,2021-09-13 09:43:15.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1097,76,187,-1,2022-04-19 12:54:31.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1098,76,175,-1,2022-04-21 13:17:12.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1099,76,1090,-1,2020-07-14 14:19:32.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1100,76,1650,-1,2023-10-12 05:22:46.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1101,76,1716,-1,2023-04-13 23:38:03.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1102,76,1022,-1,2021-09-13 02:33:39.000,76,Stanley Smith,sonyafrench@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1103,77,465,-1,2021-08-30 16:03:27.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1104,77,310,-1,2024-10-06 00:55:43.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1105,77,682,-1,2020-04-28 07:58:08.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1106,77,3594,-1,2023-05-04 20:21:03.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1107,77,909,-1,2024-04-23 15:20:54.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1108,77,866,-1,2022-03-07 13:20:52.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1109,77,1579,-1,2021-03-03 12:24:03.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1110,77,436,-1,2021-03-17 22:56:46.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1111,77,1854,-1,2022-08-06 09:38:06.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1112,77,898,-1,2021-02-08 03:02:12.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1113,77,635,-1,2023-09-15 20:03:51.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1114,77,1235,-1,2020-05-03 19:00:25.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1115,77,1885,-1,2023-03-22 16:38:10.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1116,77,574,-1,2020-08-18 18:58:52.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1117,77,70,-1,2024-06-24 18:22:52.000,77,Diane Cummings,jakelewis@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1118,78,3095,-1,2023-08-06 20:33:44.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1119,78,1369,-1,2024-09-08 19:58:41.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1120,78,1000,-1,2021-02-24 20:48:30.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1121,78,2372,-1,2024-06-22 04:01:19.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1122,78,1823,-1,2022-03-15 08:05:04.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1123,78,475,-1,2021-12-14 18:20:11.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1124,78,3628,-1,2022-01-04 16:32:01.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1125,78,2473,-1,2021-11-11 09:07:26.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1126,78,2675,-1,2024-10-01 05:22:59.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1127,78,1431,-1,2023-10-15 09:11:44.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1128,78,3477,-1,2020-03-12 07:10:53.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1129,78,565,-1,2022-07-27 04:14:37.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1130,78,2526,-1,2020-12-06 18:42:34.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1131,78,1596,-1,2022-10-21 01:42:25.000,78,Anthony Ellison,ijones@example.net,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1132,79,2822,-1,2022-10-08 20:46:02.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1133,79,3634,-1,2022-03-29 02:11:22.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1134,79,2831,-1,2020-10-29 13:09:42.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1135,79,2563,-1,2023-07-14 10:29:23.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1136,79,3597,-1,2024-07-13 09:28:57.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1137,79,3103,-1,2021-04-25 06:13:58.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1138,79,3608,-1,2022-01-09 10:42:54.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1139,79,3566,-1,2021-08-14 02:00:43.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1140,79,767,-1,2024-10-02 02:58:32.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1141,79,2545,-1,2021-08-06 00:46:12.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1142,79,2557,-1,2021-05-24 23:39:32.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1143,79,3399,-1,2023-07-11 12:23:25.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1144,79,2046,-1,2023-07-26 15:19:42.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1145,79,1184,-1,2022-01-19 12:48:41.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1146,79,147,-1,2022-09-24 00:33:43.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1147,79,861,-1,2022-05-26 21:05:15.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1148,79,1069,-1,2021-10-17 17:23:21.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1149,79,1535,-1,2020-12-14 10:48:41.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1150,79,1083,-1,2020-04-20 07:16:09.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1151,79,2298,-1,2024-04-04 11:23:36.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1152,79,464,-1,2022-11-03 18:03:28.000,79,James Gray,charlottefleming@example.com,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1153,80,242,-1,2020-07-03 00:17:30.000,80,Shelby Adams,hornerin@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1154,80,1733,-1,2020-09-06 16:42:11.000,80,Shelby Adams,hornerin@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
1155,80,104,-1,2023-12-15 05:13:15.000,80,Shelby Adams,hornerin@example.org,EMPLOYEE,2024-10-04 09:09:00.000,2024-10-04 09:09:00.000
